cvalue(),jaccard(),loglikelihood(),mutual_expectation(),specific_frequency_biased_mutual_dependency(),tscore(),unigram_subtuples(),w_order(),w_tf_order(),specific_exponential_correlation(e=3.8),w_specific_exponential_correlation(e=1.15)
0.1298288863,0.0712764432,0.0531491611,0.1980153207,0.0033175059,0.2534037325,0.0304963211,0.0198143687,0.2483127999,0.0042160083,0.1674543774
0.1298030764,0.0712640977,0.0531490965,0.1979909402,0.0033171208,0.2533855894,0.0304956144,0.0198146396,0.2482947067,0.0042155374,0.1674497044
0.1297772777,0.0712517564,0.0531490254,0.1979665693,0.0033167356,0.2533674508,0.030494921,0.019814916,0.2482766184,0.0042150665,0.1674450321
0.1297514902,0.0712394194,0.0531489479,0.1979421997,0.0033163505,0.2533493083,0.0304942329,0.0198151897,0.2482585269,0.0042145956,0.1674403524
0.129725722,0.0712270948,0.0531488721,0.1979178314,0.0033159653,0.2533311538,0.0304935498,0.0198154607,0.2482404321,0.0042141246,0.1674356653
0.129699965,0.0712147743,0.053148798,0.1978934645,0.0033155802,0.2533130119,0.0304928801,0.019815729,0.2482223504,0.0042136536,0.1674309708
0.1296742191,0.0712024581,0.053148742,0.1978690989,0.003315195,0.2532948743,0.0304922155,0.0198159946,0.2482042737,0.0042131826,0.1674262689
0.1296484925,0.0711901543,0.0531486958,0.1978447347,0.0033148099,0.2532767248,0.0304915641,0.0198162575,0.24818621,0.0042127116,0.1674215758
0.129622777,0.0711778546,0.0531486675,0.1978203719,0.0033144247,0.2532585716,0.0304909097,0.0198165177,0.2481681512,0.0042122406,0.167416908
0.1295970727,0.0711655592,0.0531486329,0.1977960105,0.0033140396,0.2532404065,0.0304902523,0.0198167752,0.2481500973,0.0042117695,0.167412249
0.1295713795,0.0711532679,0.053148608,0.1977716506,0.0033136544,0.2532222377,0.0304895918,0.01981703,0.2481320402,0.0042112984,0.1674076232
0.1295456974,0.071140989,0.0531485848,0.197747292,0.0033132693,0.2532040652,0.0304889283,0.0198172821,0.248113988,0.0042108273,0.16740299
0.1295200264,0.0711287142,0.0531485633,0.1977229348,0.0033128841,0.2531858971,0.0304882618,0.0198175316,0.2480959489,0.0042103562,0.1673983656
0.1294943746,0.0711164437,0.0531485353,0.1976985791,0.003312499,0.2531677253,0.0304875923,0.0198177865,0.2480779065,0.0042098851,0.1673937419
0.129468734,0.0711041773,0.0531485009,0.1976742249,0.0033121138,0.2531495499,0.0304869279,0.0198180468,0.2480598691,0.0042094139,0.1673891189
0.1294431124,0.0710919151,0.0531484682,0.1976498721,0.0033117287,0.2531313789,0.0304862605,0.0198183045,0.2480418285,0.0042089428,0.1673845209
0.129417502,0.0710796572,0.0531484371,0.1976255207,0.0033113436,0.2531131962,0.03048559,0.0198185675,0.2480237767,0.0042084716,0.1673799155
0.1293919106,0.0710674033,0.0531484077,0.1976011789,0.0033109584,0.2530950099,0.0304849166,0.0198188279,0.2480057217,0.0042080004,0.1673753026
0.1293663304,0.0710551537,0.053148372,0.1975768386,0.0033105733,0.2530768199,0.0304842564,0.0198191018,0.2479876717,0.0042075291,0.1673706986
0.1293407611,0.0710429163,0.0531483459,0.1975525078,0.0033101881,0.2530586184,0.0304835931,0.019819373,0.2479696267,0.0042070579,0.1673660952
0.1293152029,0.0710306912,0.0531483215,0.1975281785,0.003309803,0.2530404213,0.0304829269,0.0198196414,0.2479515946,0.0042065866,0.1673615006
0.1292896557,0.0710184702,0.0531483069,0.1975038507,0.0033094178,0.2530222287,0.0304822576,0.0198199073,0.2479335595,0.0042061153,0.1673569066
0.1292641195,0.0710062534,0.0531482858,0.1974795405,0.0033090327,0.2530040326,0.0304815934,0.0198201704,0.2479155213,0.004205644,0.1673522972
0.1292385943,0.0709940408,0.0531482584,0.1974552318,0.0033086475,0.2529858249,0.0304809343,0.0198204309,0.2478975041,0.0042051727,0.1673476805
0.1292130882,0.0709818403,0.0531482245,0.1974309246,0.0033082624,0.2529676137,0.0304802803,0.0198206887,0.2478794999,0.0042047014,0.1673430564
0.129187601,0.070969644,0.0531481843,0.197406619,0.0033078773,0.252949399,0.0304796313,0.0198209519,0.2478615006,0.00420423,0.167338433
0.1291621249,0.0709574519,0.0531481538,0.1973823148,0.0033074921,0.2529311808,0.0304789953,0.0198212205,0.2478435063,0.0042037587,0.1673338024
0.1291366597,0.0709452638,0.0531481169,0.1973580202,0.003307107,0.2529129591,0.0304783563,0.0198214864,0.247825517,0.0042032873,0.1673291804
0.1291112055,0.070933096,0.0531480737,0.1973337271,0.0033067219,0.252894734,0.0304777144,0.0198217496,0.2478075406,0.0042028159,0.1673245672
0.1290857622,0.0709209323,0.0531480401,0.1973094356,0.0033063368,0.2528765295,0.0304770694,0.0198220102,0.2477895851,0.0042023445,0.1673199788
0.1290603299,0.0709087727,0.0531480002,0.1972851456,0.0033059516,0.2528583216,0.0304764215,0.0198222762,0.2477716426,0.0042018731,0.1673153991
0.1290349085,0.0708966173,0.053147962,0.1972608571,0.0033055665,0.2528401022,0.0304757705,0.0198225395,0.247753713,0.0042014016,0.16731082
0.129009498,0.070884474,0.0531479174,0.1972365703,0.0033051814,0.2528218874,0.0304751166,0.0198228001,0.2477358123,0.0042009302,0.1673062417
0.1289840984,0.0708723347,0.0531478665,0.197212285,0.0033047963,0.2528036692,0.0304744597,0.0198230581,0.2477179084,0.0042004587,0.167301656
0.1289587098,0.0708601996,0.0531478173,0.1971880093,0.0033044112,0.2527854557,0.0304738079,0.0198233214,0.2477000255,0.0041999872,0.167297071
0.1289333321,0.0708480686,0.0531477697,0.1971637351,0.0033040261,0.2527672626,0.030473153,0.0198235901,0.2476821394,0.0041995158,0.1672924867
0.1289079652,0.0708359417,0.0531477238,0.1971394626,0.003303641,0.2527490662,0.0304724952,0.0198238561,0.2476642582,0.0041990442,0.1672878951
0.1288826173,0.070823819,0.0531476796,0.1971151916,0.0033032559,0.2527308664,0.0304718345,0.0198241195,0.2476463978,0.0041985727,0.1672832883
0.1288572802,0.0708117003,0.053147653,0.1970909223,0.0033028708,0.2527126712,0.0304711707,0.0198243882,0.2476285343,0.0041981012,0.1672786822
0.128831954,0.0707995937,0.05314762,0.1970666705,0.0033024857,0.2526944647,0.03047052,0.0198246542,0.2476106597,0.0041976296,0.1672740688
0.1288066386,0.0707874912,0.0531475808,0.1970424203,0.0033021086,0.2526762708,0.0304698663,0.0198249256,0.24759279,0.0041971581,0.1672694562
0.1287813342,0.0707753927,0.0531475352,0.1970181718,0.0033017315,0.2526580974,0.0304692096,0.0198251943,0.2475749252,0.0041966865,0.1672648443
0.1287560405,0.0707633063,0.0531474993,0.1969939249,0.0033013543,0.2526399524,0.03046855,0.0198254604,0.2475570812,0.0041962149,0.1672602173
0.1287307736,0.070751224,0.053147457,0.1969696796,0.0033009772,0.252621804,0.0304678874,0.0198257317,0.24753925,0.0041957433,0.1672555751
0.1287055175,0.0707391538,0.0531474085,0.1969454439,0.003300608,0.2526036523,0.0304672219,0.0198260005,0.2475214236,0.0041952717,0.1672509337
0.1286802723,0.0707270875,0.0531473696,0.1969212098,0.0033002388,0.2525854893,0.0304665534,0.0198262666,0.2475035863,0.0041948001,0.1672462931
0.1286550378,0.0707150254,0.0531473243,0.1968969853,0.0032998696,0.252567323,0.0304658821,0.0198265301,0.2474857538,0.0041943364,0.1672416453
0.1286298142,0.0707029673,0.0531472729,0.1968727625,0.0032995003,0.2525491455,0.0304652078,0.0198267909,0.2474679104,0.0041938727,0.1672369825
0.1286046013,0.0706909212,0.0531472151,0.1968485413,0.0032991311,0.2525309648,0.0304645385,0.019827057,0.2474500956,0.004193409,0.1672323125
0.1285793993,0.0706788792,0.0531471749,0.1968243218,0.0032987618,0.2525127965,0.0304638662,0.0198273205,0.2474322935,0.0041929452,0.1672276276
0.1285542159,0.0706668412,0.0531471284,0.196800104,0.0032983926,0.2524946408,0.030463199,0.0198275814,0.2474144885,0.0041924814,0.1672229434
0.1285290433,0.0706548073,0.0531470756,0.1967758879,0.0032980233,0.2524764977,0.0304625288,0.0198278397,0.2473966962,0.0041920176,0.167218268
0.1285038814,0.0706427853,0.0531470166,0.1967516735,0.003297654,0.2524583591,0.0304618558,0.0198281032,0.2473789087,0.0041915538,0.1672135934
0.1284787303,0.0706307674,0.0531469514,0.1967274608,0.0032972847,0.2524402252,0.0304611798,0.0198283642,0.2473611261,0.00419109,0.1672089117
0.12845359,0.0706187535,0.0531468957,0.1967032498,0.0032969154,0.252422088,0.0304605009,0.0198286383,0.2473433562,0.0041906261,0.1672042308
0.1284284683,0.0706067436,0.0531468338,0.1966790406,0.0032965461,0.2524039555,0.0304598191,0.0198289097,0.2473255991,0.0041901701,0.1671995508
0.1284033651,0.0705947378,0.0531467736,0.196654833,0.0032961768,0.2523858197,0.0304591502,0.0198291785,0.2473078468,0.0041897141,0.1671948795
0.1283782727,0.0705827361,0.0531467071,0.1966306351,0.0032958074,0.2523676885,0.0304584783,0.0198294447,0.2472900994,0.0041892581,0.1671902011
0.128353191,0.0705707383,0.0531466345,0.1966064468,0.0032954381,0.2523495463,0.0304578036,0.0198297083,0.2472723568,0.0041888099,0.1671855078
0.12832812,0.0705587525,0.0531465557,0.1965822602,0.0032950766,0.2523314087,0.0304571338,0.0198299693,0.247254619,0.0041883616,0.1671807997
0.1283030597,0.0705467785,0.0531464785,0.1965580832,0.0032947151,0.252313268,0.0304564611,0.0198302277,0.247236894,0.0041879133,0.1671760846
0.1282780101,0.0705348086,0.0531464109,0.196533908,0.0032943536,0.2522951241,0.0304557934,0.0198304914,0.2472191894,0.004187465,0.1671713703
0.128252979,0.0705228427,0.0531463371,0.1965097345,0.003293992,0.2522770005,0.0304551228,0.0198307524,0.2472014975,0.0041870167,0.1671666491
0.1282279585,0.0705108808,0.0531462571,0.1964855628,0.0032936305,0.2522588816,0.0304544493,0.0198310109,0.2471838104,0.0041865683,0.167161921
0.1282029487,0.0704989229,0.053146171,0.1964613929,0.0032932689,0.2522407673,0.0304537729,0.0198312667,0.2471661125,0.0041861199,0.1671571937
0.1281779496,0.070486969,0.0531460865,0.1964372247,0.0032929073,0.2522226655,0.0304530936,0.0198315278,0.2471484038,0.0041856715,0.1671524595
0.1281529611,0.0704750192,0.0531460115,0.1964130584,0.0032925457,0.2522045528,0.0304524115,0.0198317863,0.2471306999,0.0041852231,0.1671477184
0.1281279911,0.0704630733,0.0531459304,0.1963888938,0.0032921841,0.2521864369,0.0304517265,0.0198320422,0.2471130009,0.0041847746,0.167142986
0.1281030316,0.0704511393,0.0531458509,0.1963647311,0.0032918225,0.2521683334,0.0304510464,0.0198323033,0.2470953067,0.0041843261,0.1671382623
0.1280780829,0.0704392092,0.0531457654,0.196340578,0.0032914609,0.2521502191,0.0304503635,0.0198325696,0.2470776173,0.0041838775,0.1671335317
0.1280531525,0.0704272832,0.0531456814,0.1963164267,0.0032910992,0.2521321095,0.0304496933,0.0198328411,0.247059925,0.0041834289,0.167128802
0.1280282327,0.0704153612,0.053145607,0.196292285,0.0032907375,0.2521140434,0.0304490202,0.01983311,0.2470422375,0.0041829803,0.1671240732
0.1280033235,0.0704034431,0.0531455341,0.1962681529,0.0032903759,0.2520959743,0.0304483443,0.0198333842,0.2470245394,0.0041825317,0.1671193453
0.1279784249,0.0703915291,0.053145463,0.1962440382,0.0032900142,0.2520778942,0.0304476655,0.0198336557,0.2470068461,0.004182083,0.1671146105
0.1279535368,0.0703796268,0.0531453857,0.1962199253,0.0032896524,0.2520598033,0.0304469839,0.0198339246,0.2469891654,0.0041816344,0.1671098844
0.1279286594,0.0703677363,0.0531453023,0.1961958142,0.0032892907,0.252041717,0.0304462994,0.0198341987,0.2469715129,0.0041811856,0.1671051825
0.1279038002,0.0703558497,0.0531452128,0.196171705,0.003288929,0.25202362,0.0304456276,0.0198344703,0.2469538886,0.0041807369,0.1671004737
0.1278789516,0.0703439749,0.0531451327,0.1961475976,0.0032885672,0.2520055198,0.0304449529,0.0198347392,0.2469362768,0.0041802881,0.1670957659
0.1278541136,0.0703321041,0.0531450543,0.1961234998,0.0032882055,0.2519874322,0.0304442754,0.0198350056,0.246918662,0.0041798393,0.1670910434
0.1278292861,0.0703202372,0.053144993,0.1960994039,0.0032878437,0.251969357,0.0304436105,0.0198352694,0.246901052,0.0041793905,0.167086314
0.1278044691,0.0703083897,0.0531449411,0.1960753098,0.0032874819,0.2519513097,0.0304429428,0.0198355306,0.2468834392,0.0041789416,0.1670815856
0.1277796627,0.0702965462,0.053144883,0.1960512176,0.0032871201,0.2519332593,0.0304422722,0.019835797,0.2468658234,0.0041784928,0.1670768504
0.1277548668,0.0702847221,0.0531448266,0.1960271273,0.0032867583,0.2519151982,0.0304416065,0.0198360608,0.2468482047,0.0041780439,0.1670721083
0.1277300814,0.070272902,0.0531447641,0.1960030388,0.0032863965,0.2518971264,0.0304409457,0.019836322,0.2468305908,0.0041775949,0.1670673595
0.1277053064,0.0702610857,0.0531447033,0.1959789523,0.0032860347,0.2518790515,0.0304402897,0.0198365961,0.2468129973,0.004177146,0.1670625962
0.1276805498,0.0702492734,0.053144644,0.1959548676,0.0032856728,0.2518609814,0.0304396309,0.0198368677,0.2467954008,0.004176697,0.1670578261
0.1276558036,0.070237465,0.0531445941,0.1959307849,0.003285311,0.2518429236,0.0304389847,0.0198371366,0.2467778169,0.004176248,0.1670530415
0.1276310678,0.0702256682,0.0531445458,0.1959067041,0.0032849491,0.251824863,0.0304383356,0.019837403,0.2467602377,0.004175799,0.1670482426
0.1276063426,0.0702138754,0.0531444914,0.1958826251,0.0032845872,0.251806807,0.0304376836,0.0198376669,0.246742648,0.0041753499,0.1670434446
0.1275816355,0.0702020865,0.0531444386,0.1958585482,0.0032842254,0.2517887404,0.0304370442,0.0198379358,0.2467250478,0.0041749008,0.1670386477
0.1275569388,0.0701903091,0.0531443798,0.1958344731,0.0032838635,0.2517706708,0.0304364096,0.0198382023,0.2467074601,0.0041744517,0.167033844
0.1275322603,0.0701785357,0.0531443149,0.1958104,0.0032835016,0.2517525906,0.0304357722,0.0198384661,0.2466898696,0.0041740026,0.1670290491
0.1275075999,0.0701667662,0.0531442593,0.1957863289,0.0032831397,0.2517345152,0.0304351319,0.0198387351,0.2466722915,0.0041735534,0.1670242474
0.1274829499,0.0701550005,0.0531441976,0.1957622674,0.0032827777,0.2517164292,0.0304344887,0.0198390015,0.246654749,0.0041731043,0.1670194468
0.1274583104,0.0701432465,0.0531441376,0.1957382078,0.0032824158,0.2516983403,0.0304338427,0.0198392731,0.2466372267,0.0041726551,0.1670146395
0.1274336812,0.0701315039,0.0531440715,0.1957141503,0.0032820539,0.2516802486,0.0304332092,0.0198395497,0.2466197092,0.0041722059,0.1670098256
0.1274090624,0.0701197653,0.0531439993,0.1956901023,0.0032816919,0.251662154,0.0304325805,0.0198398238,0.2466021964,0.0041717566,0.167005005
0.127384454,0.0701080382,0.0531439288,0.1956660564,0.0032813299,0.2516440718,0.0304319566,0.019840103,0.2465847037,0.0041713073,0.1670001779
0.1273598637,0.0700963226,0.0531438523,0.1956420277,0.003280968,0.2516259792,0.0304313298,0.0198403796,0.2465672235,0.0041708581,0.1669953365
0.1273352837,0.0700846109,0.0531437698,0.195618001,0.003280606,0.2516078913,0.0304307002,0.0198406536,0.2465497633,0.0041704088,0.1669904808
0.1273107141,0.0700729107,0.0531436812,0.1955939762,0.003280244,0.251589816,0.0304300754,0.0198409252,0.2465323155,0.0041699594,0.1669856262
0.1272861625,0.0700612295,0.0531435867,0.1955699535,0.003279882,0.2515717378,0.0304294477,0.0198411941,0.2465148801,0.0041695101,0.1669807728
0.1272616212,0.0700495523,0.0531434862,0.1955459404,0.00327952,0.2515536491,0.0304288248,0.0198414606,0.2464974494,0.0041690607,0.1669759203
0.1272370903,0.0700378788,0.0531434025,0.1955219293,0.003279158,0.2515355577,0.0304282066,0.0198417244,0.2464800311,0.0041686113,0.166971069
0.1272125849,0.0700262092,0.0531433357,0.1954979278,0.003278796,0.2515174635,0.0304275857,0.019842001,0.2464626099,0.0041681619,0.1669662035
0.1271880899,0.070014551,0.0531432934,0.1954739359,0.003278434,0.2514993742,0.0304269619,0.0198422751,0.2464451935,0.0041677125,0.1669613315
0.1271636127,0.0700028967,0.0531432451,0.195449946,0.0032780719,0.2514812896,0.0304263352,0.0198425466,0.2464277894,0.004167263,0.166956453
0.1271391458,0.0699912462,0.0531431983,0.1954259582,0.0032777099,0.2514632024,0.0304257057,0.0198428155,0.2464103976,0.0041668135,0.1669515984
0.1271146893,0.0699795994,0.0531431531,0.1954019724,0.0032773479,0.2514451276,0.0304250734,0.0198430819,0.2463929954,0.0041663792,0.1669467448
0.127090243,0.0699679566,0.0531431171,0.1953779886,0.0032769858,0.25142705,0.0304244458,0.0198433458,0.246375613,0.0041659449,0.1669418924
0.1270658145,0.0699563175,0.0531430751,0.1953540144,0.0032766238,0.2514089621,0.0304238155,0.0198436148,0.246358243,0.0041655105,0.1669370562
0.1270414115,0.0699446822,0.0531430271,0.1953300498,0.0032762617,0.2513908716,0.0304231823,0.0198438812,0.2463408929,0.0041650837,0.1669322286
0.1270170187,0.0699330584,0.0531429731,0.1953060949,0.0032758996,0.2513727707,0.0304225462,0.0198441451,0.246323555,0.0041646644,0.1669274022
0.1269926362,0.0699214459,0.0531429131,0.1952821419,0.0032755375,0.2513546672,0.0304219074,0.0198444141,0.2463062143,0.004164245,0.1669225768
0.1269682638,0.0699098372,0.0531428472,0.1952581986,0.0032751755,0.251336561,0.0304212658,0.0198446805,0.2462888782,0.0041638256,0.1669177524
0.1269439017,0.0698982474,0.0531427753,0.1952342574,0.0032748134,0.2513184673,0.0304206289,0.0198449596,0.2462715394,0.0041634062,0.1669129216
0.1269195574,0.0698866615,0.053142705,0.1952103182,0.0032744513,0.2513003936,0.0304199892,0.0198452436,0.2462542052,0.0041629867,0.1669080842
0.1268952232,0.0698750868,0.0531426287,0.195186381,0.0032740892,0.2512823172,0.0304193467,0.0198455327,0.2462368682,0.0041625671,0.1669032404
0.1268708993,0.0698635159,0.0531425465,0.195162461,0.0032737271,0.2512642457,0.030418709,0.0198458192,0.2462195208,0.0041621476,0.1668984128
0.1268465855,0.0698519639,0.0531424735,0.195138543,0.003273365,0.2512461791,0.030418076,0.0198461108,0.2462021781,0.0041617279,0.1668935863
0.1268222895,0.0698404156,0.0531423945,0.1951146272,0.0032730104,0.2512281023,0.0304174402,0.0198463997,0.2461848326,0.0041613082,0.1668887457
0.1267980036,0.069828871,0.0531423172,0.1950907134,0.0032726558,0.251210038,0.0304168017,0.0198466862,0.2461674844,0.0041608885,0.1668839063
0.1267737279,0.0698173302,0.0531422339,0.1950668016,0.0032723012,0.251191971,0.0304161678,0.0198469777,0.2461501409,0.0041604687,0.1668790604
0.1267494623,0.0698057932,0.0531421522,0.195042892,0.0032719466,0.251173909,0.0304155387,0.0198472666,0.2461328097,0.0041600489,0.1668742156
0.1267252069,0.0697942599,0.0531420722,0.195018992,0.003271592,0.2511558518,0.0304149068,0.019847553,0.2461154907,0.004159629,0.1668693795
0.1267009616,0.0697827304,0.0531419937,0.1949951015,0.0032712373,0.2511377996,0.0304142721,0.0198478369,0.2460981989,0.0041592091,0.1668645369
0.1266767264,0.0697712046,0.0531419094,0.1949712207,0.0032708827,0.2511197523,0.0304136346,0.0198481182,0.2460809119,0.0041587891,0.1668596804
0.1266525014,0.0697596826,0.0531418191,0.1949473494,0.003270528,0.2511017098,0.0304129943,0.0198483971,0.2460636371,0.0041583691,0.16685481
0.1266282865,0.0697481643,0.053141723,0.1949234878,0.0032701733,0.2510836798,0.0304123513,0.0198486734,0.2460463895,0.0041579491,0.1668499333
0.1266040967,0.0697366497,0.0531416285,0.1948996282,0.0032698186,0.2510656472,0.0304117055,0.0198489473,0.246029154,0.004157529,0.1668450502
0.1265799245,0.0697251389,0.0531415356,0.1948757707,0.0032694639,0.251047627,0.0304110644,0.0198492186,0.2460119157,0.0041571088,0.1668401683
0.1265557624,0.0697136318,0.0531414368,0.1948519154,0.0032691092,0.2510296041,0.030410428,0.0198494949,0.2459946821,0.0041566961,0.1668352875
0.1265316178,0.0697021285,0.0531413397,0.1948280621,0.0032687545,0.2510115862,0.0304097888,0.0198497687,0.2459774532,0.0041562834,0.1668304004
0.1265074833,0.0696906289,0.0531412441,0.194804211,0.0032683998,0.2509935658,0.0304091469,0.01985004,0.2459602214,0.0041558706,0.1668255144
0.1264833588,0.0696791331,0.0531411502,0.194780377,0.0032680451,0.2509755428,0.0304085172,0.0198503088,0.2459430019,0.0041554577,0.1668206222
0.1264592519,0.0696676484,0.0531410504,0.194756545,0.0032676903,0.2509575247,0.0304078846,0.0198505751,0.2459257795,0.0041550448,0.166815731
0.126435155,0.0696561749,0.0531409448,0.1947327152,0.0032673356,0.2509395115,0.0304072568,0.0198508389,0.2459085618,0.0041546318,0.1668108262
0.1264110755,0.0696447052,0.0531408408,0.1947088875,0.0032669808,0.2509215107,0.0304066262,0.0198511003,0.2458913489,0.0041542188,0.1668059151
0.1263870061,0.0696332466,0.0531407384,0.194685062,0.003266626,0.2509035297,0.0304060077,0.0198513592,0.2458741257,0.0041538058,0.1668009977
0.1263629616,0.0696217917,0.0531406376,0.1946612386,0.0032662712,0.2508855685,0.0304053939,0.0198516156,0.2458569072,0.0041533926,0.1667960741
0.126338927,0.0696103406,0.0531405459,0.1946374248,0.0032659165,0.2508676344,0.0304047848,0.0198518695,0.2458397008,0.0041529795,0.1667911517
0.1263149025,0.0695988931,0.0531404558,0.1946136131,0.0032655617,0.2508497052,0.0304041728,0.019852121,0.2458224843,0.0041525663,0.1667862379
0.1262908879,0.0695874493,0.0531403672,0.1945898036,0.0032652069,0.2508317734,0.0304035655,0.01985237,0.2458052948,0.004152153,0.1667813178
0.1262668907,0.0695760093,0.0531402803,0.1945659963,0.003264852,0.2508138465,0.0304029555,0.0198526165,0.2457881025,0.0041517397,0.1667763916
0.1262429109,0.069564573,0.0531401949,0.1945421912,0.0032644972,0.2507959097,0.0304023427,0.0198528606,0.2457709149,0.0041513263,0.1667714814
0.1262189411,0.0695531477,0.0531401037,0.1945183882,0.0032641424,0.2507779777,0.0304017271,0.0198531022,0.2457537172,0.0041509129,0.1667665724
0.1261949812,0.0695417262,0.0531400216,0.1944945875,0.0032637875,0.2507600506,0.0304011235,0.0198533414,0.245736539,0.0041504995,0.166761672
0.1261710386,0.0695303084,0.053139941,0.1944707889,0.0032634327,0.250742121,0.0304005172,0.0198535782,0.2457193581,0.004150086,0.1667567801
0.1261471059,0.0695188942,0.0531398545,0.1944469999,0.0032630778,0.2507241963,0.0303999155,0.0198538125,0.2457021745,0.0041496724,0.1667518895
0.1261231832,0.0695074838,0.0531397623,0.1944232132,0.003262723,0.2507062839,0.0303993184,0.0198540444,0.2456849956,0.0041492588,0.166747
0.1260992703,0.0694960844,0.0531396643,0.1943994286,0.0032623681,0.2506883763,0.030398726,0.0198542812,0.2456678288,0.0041488452,0.1667421043
0.1260753674,0.0694846887,0.0531395679,0.1943756463,0.0032620132,0.2506704736,0.0303981381,0.0198545156,0.2456506666,0.0041484315,0.1667372025
0.1260514744,0.0694732967,0.0531394657,0.1943518662,0.0032616583,0.2506525758,0.0303975548,0.0198547623,0.2456335166,0.0041480178,0.1667322871
0.1260275912,0.0694619084,0.0531393651,0.1943280883,0.0032613035,0.2506346756,0.0303969762,0.0198550139,0.245616386,0.004147604,0.1667273876
0.126003718,0.0694505237,0.0531392661,0.1943043274,0.0032609486,0.2506167728,0.0303964094,0.0198552631,0.24559926,0.0041471975,0.1667224819
0.1259798546,0.0694391427,0.0531391687,0.1942805687,0.0032605937,0.2505988602,0.0303958399,0.0198555099,0.2455821314,0.004146791,0.1667175996
0.1259560011,0.0694277654,0.0531390803,0.1942568123,0.0032602387,0.2505809452,0.030395275,0.0198557616,0.2455650074,0.0041463845,0.1667127258
0.1259321575,0.0694163918,0.0531389934,0.1942330581,0.0032598838,0.2505630204,0.0303947146,0.0198560108,0.2455478735,0.0041459778,0.1667078531
0.1259083311,0.0694050219,0.0531389154,0.1942093061,0.0032595289,0.2505451005,0.0303941514,0.0198562576,0.2455307589,0.0041455712,0.1667029816
0.1258845145,0.0693936556,0.0531388464,0.1941855564,0.003259174,0.2505271929,0.0303935855,0.019856502,0.2455136563,0.0041451644,0.1666981113
0.1258607078,0.069382293,0.0531387788,0.1941618163,0.0032588191,0.2505092902,0.0303930167,0.0198567586,0.2454965584,0.0041447577,0.1666932349
0.1258369109,0.0693709341,0.0531387056,0.1941380785,0.0032584641,0.2504913997,0.0303924452,0.0198570201,0.2454794652,0.0041443508,0.1666883523
0.1258131312,0.0693595788,0.0531386265,0.194114343,0.0032581092,0.2504735142,0.0303918782,0.0198572792,0.2454623694,0.004143944,0.1666834635
0.1257893612,0.0693482273,0.0531385564,0.1940906243,0.0032577542,0.250455619,0.0303913158,0.0198575358,0.2454452782,0.004143537,0.1666786126
0.1257656011,0.0693368794,0.0531384951,0.1940669079,0.0032573993,0.250437714,0.0303907506,0.01985779,0.245428177,0.0041431301,0.1666737774
0.1257418509,0.0693255351,0.053138428,0.1940431938,0.0032570443,0.2504198067,0.0303901827,0.0198580417,0.2454110733,0.004142723,0.1666689434
0.1257181104,0.0693141945,0.0531383552,0.1940194893,0.0032566894,0.250401897,0.0303896119,0.0198582984,0.2453939669,0.004142316,0.1666641032
0.1256943797,0.0693028576,0.0531382839,0.1939957871,0.0032563344,0.2503839923,0.0303890384,0.0198585526,0.2453768726,0.0041419088,0.1666592642
0.1256706588,0.0692915317,0.0531382069,0.1939720872,0.0032559794,0.2503660852,0.0303884768,0.0198588044,0.2453597829,0.0041415017,0.166654419
0.1256469477,0.0692802094,0.0531381242,0.1939483895,0.0032556244,0.2503481686,0.0303879123,0.0198590537,0.2453427052,0.0041410944,0.166649575
0.1256232463,0.0692688907,0.0531380357,0.1939247015,0.0032552695,0.2503302423,0.0303873452,0.019859308,0.2453256396,0.0041406872,0.1666447395
0.1255995621,0.0692575757,0.0531379416,0.1939010303,0.0032549145,0.2503123065,0.0303867752,0.0198595598,0.2453085713,0.0041402871,0.1666399051
0.1255758875,0.0692462644,0.053137849,0.1938773614,0.0032545595,0.2502943684,0.0303862025,0.0198598164,0.2452914931,0.004139887,0.1666350791
0.1255522301,0.0692349567,0.0531377652,0.1938536948,0.0032542045,0.250276428,0.0303856271,0.0198600707,0.2452744342,0.0041394869,0.1666302398
0.1255285823,0.0692236527,0.053137683,0.1938300305,0.0032538495,0.2502584854,0.0303850634,0.0198603225,0.2452573873,0.0041390867,0.1666254161
0.1255049443,0.0692123668,0.0531375951,0.1938063685,0.0032534945,0.2502405478,0.030384497,0.0198605719,0.2452403523,0.0041386864,0.1666206081
0.1254813305,0.0692010846,0.0531375014,0.1937827161,0.0032531395,0.2502226152,0.0303839279,0.0198608189,0.2452233293,0.0041382861,0.1666158013
0.1254577264,0.0691898133,0.0531374094,0.1937590732,0.0032527845,0.2502046732,0.030383356,0.019861078,0.2452063036,0.0041378857,0.1666109956
0.1254341321,0.0691785456,0.0531373116,0.1937354327,0.0032524295,0.2501867434,0.0303827814,0.0198613347,0.2451892754,0.0041374853,0.166606191
0.1254105474,0.0691672815,0.0531372082,0.1937118017,0.0032520745,0.2501688115,0.030382204,0.0198615963,0.2451722664,0.0041370848,0.1666013803
0.1253869797,0.069156021,0.0531370992,0.1936881876,0.0032517195,0.2501508773,0.0303816239,0.0198618554,0.2451552475,0.0041366843,0.1665965707
0.1253634216,0.0691447642,0.0531369844,0.1936645757,0.0032513645,0.2501329482,0.0303810411,0.0198621193,0.2451382261,0.0041362837,0.1665917623
0.1253398733,0.0691335109,0.053136864,0.1936409734,0.0032510167,0.2501150096,0.0303804556,0.0198623808,0.2451211949,0.004135883,0.1665869767
