lemma	variant	isabstract	lexicalunit.comment like '%<##s>%'
chaber górski	1	0	0
chłodek drobny	1	0	0
chłodek drobnolistny	1	0	0
chryzantema Zawadzkiego	1	0	0
złocień Zawadzkiego	1	0	0
cynia wytworna	1	0	0
cynia zdobna	1	0	0
jakobinka zdobna	1	0	0
hakodziób amerykański	1	0	0
hakodziób amerykański	2	0	0
hakodziób grenadyjski	1	0	0
trzmielojad zwyczajny	1	0	0
czubak rdzawy	1	0	0
czubak ciemnopręgi	1	0	0
czubak białobrzuchy	1	0	0
czubak australijski	2	0	0
wężojad czubaty	1	0	0
wężojad czubaty	2	0	0
wężojad szarolicy	1	0	0
wężojad krótkosterny	1	0	0
wężojad ciemny	1	0	0
wężojad blady	1	0	0
wężojad falisty	1	0	0
wężojad brązowoszyi	1	0	0
gadożer zwyczajny	1	0	0
sęp łysy	1	0	0
sęp białogłowy	1	0	0
wąż Eskulapa	1	0	0
sęp białoszyjny	1	0	0
sęp kasztanowaty	1	0	0
sęp uszaty	1	0	0
połoz perski	1	0	0
sęp arabski	1	0	0
połoz lamparci	1	0	0
sęp uszaty	2	0	0
połoz leopardowy	1	0	0
sęp brunatny	1	0	0
ścierwnik brunatny	1	0	0
zaskroniec rybołów	1	0	0
sęp afrykański	1	0	0
sęp bengalski	1	0	0
sęp indyjski	1	0	0
zaskroniec żmijowy	1	0	0
sęp długodzioby	1	0	0
sęp plamisty	1	0	0
zaskroniec tygrysi	1	0	0
sęp Rüppella	1	0	0
sęp himalajski	1	0	0
zaskroniec japoński	1	0	0
zaskroniec indochiński	1	0	0
zaskroniec zwyczajny	1	0	0
wąż zbożowy	1	0	0
wąż smugowy	1	0	0
sęp płowy	1	0	0
sęp przylądkowy	1	0	0
sęp kaplandzki	1	0	0
harpia papuaska	1	0	0
harpia gujańska	1	0	0
harpia wielka	1	0	0
wojownik rdzawoszyi	1	0	0
wojownik ozdobny	2	0	0
wojownik andyjski	1	0	0
wojownik wspaniały	1	0	0
orlik długoczuby	1	0	0
wojownik długoczuby	1	0	0
jastrzębiec alpejski	1	0	0
orlik malajski	1	0	0
orlik krzykliwy	1	0	0
orlik hinduski	1	0	0
orlik grubodzioby	2	0	0
wojownik zbrojny	1	0	0
orzełek afrykański	1	0	0
orzełek włochaty	1	0	0
orzełek australijski	1	0	0
orzełek nowogwinejski	1	0	0
orzełek plamisty	1	0	0
orzeł sawannowy	1	0	0
orzeł indyjski	1	0	0
orzeł sawannowy	2	0	0
orzeł stepowy	2	0	0
orzeł stepowy	1	0	0
orzeł iberyjski	1	0	0
orzeł cesarski	1	0	0
orzeł molucki	1	0	0
orzeł przedni	1	0	0
orzeł australijski	1	0	0
orzeł czarny	1	0	0
orzeł białobrzuchy	1	0	0
wojownik białobrzuchy	1	0	0
orzeł południowy	1	0	0
orzełek południowy	1	0	0
orzełek Bonellego	1	0	0
orzeł południowy	2	0	0
orzeł jastrzębiowaty	1	0	0
orzeł plamisty	1	0	0
orzeł Haasta	1	0	0
jastrzębiak ciemny	1	0	0
rdzawostrząb ciemnoskrzydły	1	0	0
jastrząb kasztanowaty	1	0	0
fordonia krabożerna	1	0	0
połoz amurski	1	0	0
wąż jasnogrzbiety	1	0	0
połoz smugooki	1	0	0
wąż tajwański	1	0	0
pomocnicza kategoria systematyczna	1	1	0
mokasyn błotny	1	0	0
połoz kaspijski	1	0	0
mokasyn miedziogłowiec	1	0	0
żararaka rogata	1	0	0
żararaka pospolita	1	0	0
dalia zmienna	1	0	0
dalia ogrodowa	1	0	0
georginia ogrodowa	1	0	0
żararaka Schlegela	1	0	0
dimorfoteka zatokowa	1	0	0
żararaka lancetowata	1	0	0
mokasyn gładki	1	0	0
knikus benedyktyński	1	0	0
grzechotnik diamentowy	1	0	0
linia filogenetyczna	1	0	0
grzechotnik teksaski	1	0	0
rodzina klanowa	1	0	0
dziewięćsił popłocholistny	1	0	0
grzechotnik straszliwy	1	0	0
grzechotnik skalny	1	0	0
grzechotnik kropiaty	1	0	0
goryczel jastrzębcowaty	1	0	0
grzechotnik górski	1	0	0
rdzawostrząb jasnoskrzydły	1	0	0
gwiazdosz chiński	1	0	0
aster chiński	1	0	0
grzechotnik parzystoplamy	1	0	0
grzechotnik kalifornijski	1	0	0
grzechotnik pustynny	1	0	0
grzechotnik tygrysi	1	0	0
jastrun okrągłolistny	1	0	0
złocień okrągłolistny	1	0	0
grzechotnik preriowy	1	0	0
grzechotnik zielony	1	0	0
jastrun właściwy	1	0	0
grzechotnik graniopyski	1	0	0
złocień właściwy	1	0	0
błotniak afrykański	1	0	0
błotniak czarny	1	0	0
błotniak zbożowy	1	0	0
błotniak stepowy	1	0	0
błotniak biały	1	0	0
błotniak blady	1	0	0
jastrzębiec baldaszkowaty	1	0	0
błotniak łąkowy	1	0	0
jastrzębiec blady	1	0	0
błotniak popielaty	1	0	0
jastrzębiec gładki	1	0	0
pyton plamisty	1	0	0
jastrzębiec Lachenala	1	0	0
jastrzębiec leśny	1	0	0
jastrzębiec łąkowy	1	0	0
jastrzębiec pomarańczowy	1	0	0
pyton malutki	1	0	0
krogulec czubaty	1	0	0
krogulec plamisty	1	0	0
pyton czarnogłowy	1	0	0
krogulec krótkonogi	1	0	0
jastrzębiec przenętowaty	1	0	0
krogulec australijski	1	0	0
jastrząb australijski	1	0	0
pyton żółtogłowy	1	0	0
jastrzębiec przewiertniowaty	2	0	0
krogulec brunatny	1	0	0
pyton czarny	1	0	0
pyton zielony	1	0	0
jastrzębiec sabaudzki	1	0	0
jastrzębiec siny	1	0	0
pyton angolski	1	0	0
pyton tygrysi	1	0	0
krogulec wyspowy	1	0	0
jastrzębiec strzałkowaty	1	0	0
krogulec sundajski	1	0	0
pyton królewski	1	0	0
pyton siatkowy	1	0	0
pyton skalny	1	0	0
jastrzębiec wierzchotkowy	1	0	0
pyton hieroglifowy	1	0	0
jastrzębiec włosisty	1	0	0
pyton timorski	1	0	0
jastrzębiec żmijowcowaty	1	0	0
pyton południowoafrykański	1	0	0
krogulec brunatny	2	0	0
pyton karłowaty	1	0	0
krogulec tropikalny	1	0	0
jeżowka purpurowa	1	0	0
krogulec różany	1	0	0
jeżówka wąskolistna	1	0	0
jastrząb wróblarz	1	0	0
krogulec zmienny	1	0	0
języczka syberyjska	1	0	0
karczoch hiszpański	1	0	0
krogulec kanadyjski	1	0	0
karczoch ostowy	1	0	0
krogulec meksykański	1	0	0
karczoch zwyczajny	1	0	0
kosmos podwójnie pierzasty	1	0	0
krogulec zmienny	2	0	0
konyza kanadyjska	1	0	0
przymiotno kanadyjskie	1	0	0
krogulec czarnołbisty	1	0	0
miłosna górska	1	0	0
jastrząb zwyczajny	1	0	0
mniszek alpejski	1	0	0
mniszek lekarski	1	0	0
jastrząb zwyczajny	2	0	0
mniszek pieniński	1	0	0
jastrząb czerwonooki	1	0	0
mniszek kok-sagiz	1	0	0
mniszek gumodajny	1	0	0
kania bramińska	1	0	0
pachnotka uprawna	1	0	0
pachnotka brazylijska	1	0	0
perilla zwyczajna	1	0	0
modrzyk górski	1	0	0
modrzyk alpejski	1	0	0
wesz łonowa	1	0	0
lek przeciwwirusowy	1	0	0
lek przeciwhistaminowy	1	0	0
lek przeciwalergiczny	1	0	0
pyton Bredla	1	0	0
pyton tygrysi ciemnoskóry	1	0	0
pyton birmański	1	0	0
efa pstra	1	0	0
efa egipska	1	0	0
korbacz egipski	1	0	0
buk pospolity	1	0	0
buk zwyczajny	1	0	0
żmija północnoafrykańska	1	0	0
buk wielkolistny	1	0	0
buk amerykański	1	0	0
buk karbowany	1	0	0
żmija nosoroga	1	0	0
kasztan jadalny	1	0	0
żmija żebrowana	1	0	0
kasztan japoński	1	0	0
kasztan amerykański	1	0	0
kasztan zębaty	1	0	0
kasztan chiński	1	0	0
żmija kaukaska	1	0	0
żmija iberyjska	1	0	0
żmija irańska	1	0	0
żmija armeńska	1	0	0
żmija łąkowa	1	0	0
żmija turecko-irańska	1	0	0
żmija bliskowschodnia	1	0	0
żmija sykliwa	1	0	0
żmija gabońska	1	0	0
gałęźnica szorstkołuska	1	0	0
żmija rogatonosa	1	0	0
żmija karłowata	1	0	0
dąb błotny	1	0	0
żmija rogata	1	0	0
daboja łańcuszkowa	1	0	0
żmija łańcuszkowa	1	0	0
dąb szkarłatny	1	0	0
dąb skalny	1	0	0
dąb biały	1	0	0
żmija lewantyńska	1	0	0
dąb burgundzki	1	0	0
dąb bezszypułkowy	1	0	0
żararaka paskowana	1	0	0
dąb omszony	1	0	0
dąb dachówkowaty	1	0	0
dąb szypułkowy	1	0	0
żararaka wyspowa	1	0	0
ślepucha robakowata	1	0	0
cylindrowiec koralowy	1	0	0
lek przeciwarytmiczny	1	0	0
lek antyarytmiczny	1	0	0
węże morskie	1	0	0
nachyłek barwierski	1	0	0
nachyłek okółkowy	1	0	0
nachyłek wielkokwiatowy	1	0	0
nagietek lekarski	1	0	0
nawłoć alpejska	1	0	0
nawłoć kanadyjska	1	0	0
drzewko Matki Boskiej	1	0	0
nawłoć pospolita	1	0	0
nawłoć późna	1	0	0
nawłoć olbrzymia	1	0	0
nicennica drobna	1	0	0
nicennica polna	1	0	0
oman szlachtawa	1	0	0
ostrożeń błotny	1	0	0
ostrożeń dwubarwny	1	0	0
ostrożeń różnolistny	1	0	0
ostrożeń głowacz	1	0	0
ostrożeń krótkołodygowy	1	0	0
ostrożeń lancetowaty	1	0	0
ostrożeń lepki	1	0	0
ostrożeń łąkowy	1	0	0
ostrożeń pannoński	1	0	0
ostrożeń polny	1	0	0
ostrożeń siedmiogrodzki	1	0	0
ostrożeń siwy	1	0	0
ostrożeń wschodniokarpacki	1	0	0
ostrożeń Waldsteina	1	0	0
ostrożeń warzywny	1	0	0
ożota zwyczajna	1	0	0
płesznik zwyczajny	1	0	0
podbiał pospolity	1	0	0
podbiałek alpejski	1	0	0
popłoch pospolity	1	0	0
prosienicznik gładki	1	0	0
prosienicznik jednogłówkowy	1	0	0
prosienicznik plamisty	1	0	0
prosienicznik szorstki	1	0	0
przegorzan kulisty	1	0	0
przenęt purpurowy	1	0	0
przymiotno szczeciniaste	1	0	0
rumianek bezpromieniowy	1	0	0
rumianek pospolity	1	0	0
pęz dwubarwny	1	0	0
wiosłogon żmijowaty	2	0	0
wąż błotny	1	0	0
rzepień kolczasty	1	0	0
rzepień ciernisty	1	0	0
rzepień pospolity	1	0	0
wąż brodawkowaty indyjski	1	0	0
sałata jadowita	1	0	0
sałata siewna	2	0	0
sałata trwała	1	0	0
wąż brodawkowaty jawajski	1	0	0
sałatnica leśna	1	0	0
wąż czułkowy	1	0	0
sałatnik leśny	1	0	0
mieliznówka chińska	1	0	0
santolina cyprysikowata	1	0	0
enhydris chiński	1	0	0
saussurea alpejska	1	0	0
opierstka alpejska	1	0	0
saussurea wielkogłowa	1	0	0
wąż Diony	1	0	0
sierpik barwierski	1	0	0
sierpik różnolistny	1	0	0
smotrawa okazała	1	0	0
wąż indygo	1	0	0
figojad białobrzuchy	1	0	0
słonecznik dziesięciopłatkowy	1	0	0
figojad zielony	1	0	0
słonecznik jaskrawy	1	0	0
słonecznik zwyczajny	1	0	0
słonecznik miękkowłosy	1	0	0
wąż jajożer	1	0	0
wąż koci	1	0	0
rybitwa czarna	2	0	0
starzec błotny	1	0	0
starzec cienisty	1	0	0
wąż koralowy	1	0	0
starzec gajowy	1	0	0
starzec górski	1	0	0
wąż mangrowy	1	0	0
starzec jakubek	1	0	0
starzec jajowaty	1	0	0
starzec Fuchsa	1	0	0
wilga brunatna	1	0	0
starzec karpacki	1	0	0
wilga brązowa	1	0	0
starzec kraiński	1	0	0
wilga szaroszyja	1	0	0
starzec kędzierzawy	1	0	0
starzec nadpotokowy	1	0	0
starzec lepki	1	0	0
wilga czarnoucha	1	0	0
starzec nierównozębny	1	0	0
wilga oliwkowogłowa	1	0	0
starzec wąskolistny	1	0	0
starzec polny	1	0	0
wilga oliwkowa	1	0	0
starzec pomarańczowy	1	0	0
wilga zielonawa	1	0	0
starzec wielkolistny	1	0	0
starzec wiosenny	1	0	0
wilga kreskobrzucha	1	0	0
starzec zwyczajny	1	0	0
wąż Merrema	1	0	0
wilga filipińska	1	0	0
starzec popielny	1	0	0
wilga białolica	1	0	0
starzec srebrzysty	1	0	0
wilga żółtawa	1	0	0
starzec Rowleya	1	0	0
wilga złota	1	0	0
wilga cienkodzioba	1	0	0
wilga chińska	1	0	0
stokrotka pospolita	1	0	0
kania ruda	1	0	0
kania czarna	1	0	0
stokrotka łąkowa	1	0	0
wilga zielonogłowa	1	0	0
stokrotka trwała	1	0	0
kania rdzawa	1	0	0
wilga grubodzioba	1	0	0
kania brunatna	1	0	0
wilga kapturowa	1	0	0
szarotka alpejska	1	0	0
kania czarna	2	0	0
wilga abisyńska	1	0	0
kania syberyjska	1	0	0
wilga górska	1	0	0
kania jasnobarkowa	1	0	0
uczep trójlistkowy	1	0	0
wilga czarnogłowa	1	0	0
uczep trójdzielny	1	0	0
wilga czarnoskrzydła	1	0	0
uczep zwisły	1	0	0
wąż morski paskowany	1	0	0
wilga złotogrzbieta	1	0	0
wilga czarna	1	0	0
ukwap dwupienny	1	0	0
wilga krasnobrzucha	1	0	0
kocanka czerwona	1	0	0
wilga pąsowa	1	0	0
wilga srebrzysta	1	0	0
ukwap karpacki	1	0	0
wąż ostrogłowy	1	0	0
wężymord niski	1	0	0
wężymord stepowy	1	0	0
wąż psiogłowy	1	0	0
dziwogon czubaty	1	0	0
kania ruda	2	0	0
kania zielonoprzylądkowa	1	0	0
wąż ziemny	1	0	0
wachlarzówka smolista	1	0	0
wrotycz alpejski	1	0	0
złocień alpejski	1	0	0
wachlarzówka posępna	1	0	0
węże ziemne	1	0	0
wrotycz pospolity	1	0	0
wachlarzówka białosterna	1	0	0
bielik zwyczajny	1	0	0
żeniszek meksykański	1	0	0
muchodławka niebieska	1	0	0
muchodławka wspaniała	1	0	0
kotik nowozelandzki	1	0	0
muchodławka zmienna	1	0	0
kotik południowoamerykański	1	0	0
kot morski	1	0	0
kotik południowy	1	0	0
pacyficzka zmienna	1	0	0
kotik galapagoski	1	0	0
uchatka antarktyczna	1	0	0
kotik antarktyczny	1	0	0
pacyficzka atolowa	1	0	0
uchatka karłowata	1	0	0
kotik afrykański	1	0	0
kotik meksykański	1	0	0
gralina srokata	1	0	0
bielik białobrzuchy	1	0	0
uchatka grzywiasta	1	0	0
lew morski Stellera	1	0	0
uchatka australijska	1	0	0
uchatka nowozelandzka	1	0	0
uchatka japońska	1	0	0
muszarka blada	1	0	0
bielik melanezyjski	1	0	0
muszarka białogardła	1	0	0
bielik afrykański	1	0	0
mniszka śródziemnomorska	1	0	0
bielik madagaskarski	1	0	0
mniszka hawajska	1	0	0
bielik wschodni	1	0	0
mniszka antylska	1	0	0
mniszka karaibska	1	0	0
słoń morski północny	1	0	0
bielik amerykański	1	0	0
słoń morski południowy	1	0	0
sójka kanadyjska	1	0	0
foka Rossa	1	0	0
lampart morski	1	0	0
bielik olbrzymi	1	0	0
modrowronka pluszogłowa	1	0	0
rybożer brunatny	1	0	0
rybożer białosterny	1	0	0
sroka błękitna	1	0	0
modrosójka błękitna	1	0	0
foka obrączkowana	1	0	0
modrosójka czarnogłowa	1	0	0
foka bajkalska	1	0	0
foka grenlandzka	1	0	0
modrowronka kalifornijska	1	0	0
foka siodlasta	1	0	0
foka pręgowana	1	0	0
modrowronka zaroślowa	1	0	0
foka szara	1	0	0
sójka żołędziówka	1	0	0
kitta czerwonodzioba	1	0	0
kitta szmaragdowa	1	0	0
srokówka czarnoczelna	1	0	0
panda mała	1	0	0
myszołap rdzawoskrzydły	1	0	0
sroka pospolita	1	0	0
kanialuk szary	1	0	0
skunks plamisty	1	0	0
surillo andyjski	1	0	0
orzechówka popielata	1	0	0
surillo patagoński	1	0	0
skunks patagoński	1	0	0
orzechówka zwyczajna	1	0	0
cykadojad szary	1	0	0
surillo pasiasty	1	0	0
surillo białonosy	1	0	0
kawka zwyczajna	1	0	0
kawka srokata	1	0	0
ślimakojad czerwonooki	1	0	0
wrona brodata	1	0	0
wrona ciekodzioba	1	0	0
wrona floreska	1	0	0
wrona mariańska	1	0	0
wrona brązowogłowa	1	0	0
wrona przylądkowa	1	0	0
białostrząb szary	1	0	0
wrona amerykańska	1	0	0
wrona alaskańska	1	0	0
czarnostrząb rdzawy	1	0	0
wrona meksykańska	1	0	0
urubitinga czubata	1	0	0
wrona palmowa	1	0	0
wrona jamajska	1	0	0
harpijnik szary	1	0	0
wrona kubańska	1	0	0
myszołów krzykliwy	1	0	0
wrona antylska	1	0	0
wrona ogorzała	1	0	0
wrona wielkodzioba	1	0	0
wrona indochińska	1	0	0
wrona dżunglowa	1	0	0
wrona hinduska	1	0	0
wrona mała	1	0	0
kruk mały	1	0	0
kruk australijski	1	0	0
kruk srokaty	1	0	0
kruk somalijski	1	0	0
myszołowiec towarzyski	1	0	0
kruk zwyczajny	1	0	0
kruk wielkodzioby	1	0	0
kruk grubodzioby	1	0	0
myszołowik prążkowany	1	0	0
myszołów rdzawoskrzydły	1	0	0
ptaki rajskie	1	0	0
sześciopiór brązowawy	1	0	0
ozdobnik lirogłowy	1	0	0
bedłka parasolowata	1	0	0
facelia błękitna	1	0	0
facelia wrotyczolistna	1	0	0
ozdobnik rajski	1	0	0
ozdobnik wspaniały	1	0	0
farbownik polny	1	0	0
długoogon mniejszy	1	0	0
krzywoszyj polny	1	0	0
farbownik lazurowy	1	0	0
pyszałek wspaniały	1	0	0
farbownik lekarski	1	0	0
latawiec złotogrzbiety	1	0	0
ogórecznik lekarski	1	0	0
latawiec królewski	1	0	0
ośmiał mniejszy	1	0	0
nawrot lekarski	1	0	0
nawrot czerwonobłękitny	1	0	0
cudowronka krasnopiórka	1	0	0
cudowronka mniejsza	1	0	0
ułudka leśna	1	0	0
ułudka wiosenna	1	0	0
niezapominajka błotna	1	0	0
niezapominajka polna	1	0	0
skalinek czerwonogardły	1	0	0
skalinek wielkogłowy	1	0	0
niezapominajka różnobarwna	1	0	0
skalinek białoczelny	1	0	0
niezapominajka smukła	1	0	0
niezapominajka wczesna	1	0	0
skalinek czarny	1	0	0
sępowronka żółtogardła	1	0	0
żywokost  lekarski	1	0	0
sępowronka kameruńska	1	0	0
skałoskoczek duży	1	0	0
żywokost sercowaty	1	0	0
jemiołuszka zwyczajna	1	0	0
jemiołuszka japońska	1	0	0
heliotrop peruwiański	1	0	0
heliotrop wonny	1	0	0
jemiołuszka cedrowa	1	0	0
tomiłek peruwiański	1	0	0
słonecznica peruwiańska	1	0	0
atłasowiec czarny	1	0	0
jedwabniczka długosterna	1	0	0
sikora czarnopierśna	1	0	0
kielisznik zaroślowy	1	0	0
sikora czarnoczuba	1	0	0
powój polny	1	0	0
powój trójbarwny	1	0	0
sikora sosnówka	1	0	0
kanianka amerykańska	1	0	0
sikora żółtobrzucha	1	0	0
kanianka koniczynowa	1	0	0
sikora plamista	1	0	0
kanianka lnowa	1	0	0
kanianka macierzankowa	1	0	0
sikora kapturowa	1	0	0
kanianka polna	1	0	0
kanianka pospolita	1	0	0
czubatka europejska	1	0	0
kanianka europejska	1	0	0
sikora czubata	1	0	0
kanianka wielka	1	0	0
sikora dwubarwna	1	0	0
sikora żałobna	1	0	0
czarnogłówka zwyczajna	1	0	0
sikora karolińska	1	0	0
sikora jasnoskrzydła	1	0	0
sikora górska	1	0	0
sikora meksykańska	1	0	0
sikora północna	1	0	0
sikora kanadyjska	1	0	0
sikora brunatna	1	0	0
sikora lazurowa	1	0	0
sójeczka mała	1	0	0
bogatka zwyczajna	1	0	0
remiz zwyczajny	1	0	0
pazurczak krótkodzioby	1	0	0
kalandra szara	1	0	0
kalandra białoskrzydła	1	0	0
kalandra czarna	1	0	0
skowrończyk krótkopalcowy	1	0	0
skowrończyk tybetański	1	0	0
skowrończyk mały	1	0	0
skowronek karłowaty	1	0	0
skowrończyk sierpodzioby	1	0	0
dzierlatka zwyczajna	1	0	0
dzierlatka iberyjska	1	0	0
górniczek zwyczajny	1	0	0
myszołów rdzawoskrzydły	2	0	0
myszołów rdzawobrzuchy	1	0	0
myszołów siwogłowy	1	0	0
myszołów szerokoskrzydły	1	0	0
dąb dwubarwny	1	0	0
dąb kaukaski	1	0	0
dąb węgierski	1	0	0
myszołów szerokoskrzydły	2	0	0
myszołów karaibski	1	0	0
skolopendra oścista	1	0	0
dąb wielkoowocowy	1	0	0
wij drewniak	1	0	0
dąb wielkolistny	1	0	0
myszołów rdzawosterny	1	0	0
myszołów alaskański	1	0	0
myszołów zmienny	1	0	0
myszołów rdzawosterny	2	0	0
myszołów królewski	1	0	0
myszołów włochaty	1	0	0
kurhannik zwyczajny	1	0	0
myszołów zwyczajny	1	0	0
orzech ajlantolistny	1	0	0
azotan baru	1	0	0
ryjkonos malutki	1	0	0
bruzdonos egipski	1	0	0
orzech kalifornijski	1	0	0
hydrazyd maleinowy	1	0	0
gacek biały	1	0	0
upiór górski	1	0	0
kieszennik dwupręgi	1	0	0
grobownik długoskrzydły	1	0	0
orzech mandżurski	1	0	0
lironos afrykański	1	0	0
orzech szary	1	0	0
lironos żółtoskrzydły	1	0	0
lironos australijski	1	0	0
orzech czarny	1	0	0
lironos indyjski	1	0	0
podkowiec filipiński	1	0	0
grzebieńczyk palmowy	1	0	0
orzech włoski	2	0	0
rybak nocny	1	0	0
wampir zwyczajny	1	0	0
lejkouch żółtawy	1	0	0
orzesznik gorzki	1	0	0
mokasyn dalekowschodni	1	0	0
dymnica okopcona	1	0	0
orzesznik pięciolistkowy	1	0	0
dymnicznik zwyczajny	1	0	0
orzesznik siedmiolistkowy	1	0	0
przylgowiec honduraski	1	0	0
orzesznik drobnoowockowy	1	0	0
złotawka madagaskarska	1	0	0
mokasyn himalajski	1	0	0
mokasyn meksykański	1	0	0
orzesznik czerwony	1	0	0
hikora czerwona	1	0	0
przeorzech pięciolistkowy	1	0	0
orzesznik owłosiony	1	0	0
grzechotnik karłowaty	1	0	0
grzechotniczek karłowaty	1	0	0
grzechotnik meksykański	1	0	0
grzechotnik malajski	1	0	0
grzechotnik pospolity	1	0	0
grzechotniczek pospolity	1	0	0
grzechotniczek meksykański	1	0	0
bilbil żółtogłowy	1	0	0
bilbil kreskowany	1	0	0
bilbil plamisty	1	0	0
trwożnica pospolita	1	0	0
bilbil sumatrzański	1	0	0
bilbil żałobny	1	0	0
bilbil szarogłowy	1	0	0
bilbil czarnogłowy	1	0	0
bilbil andamański	1	0	0
bilbil czarnoczuby	1	0	0
bilbil żółtobrzuchy	1	0	0
bilbil żółtooliwkowy	1	0	0
bilbil łuskowany	1	0	0
bilbil szarobrzuchy	1	0	0
bilbil zbroczony	1	0	0
bilbil białogardły	1	0	0
bilbil chiński	1	0	0
bilbil tajwański	1	0	0
bilbil białolicy	1	0	0
bilbil białouchy	1	0	0
bilbil czerwonoplamy	1	0	0
bilbil złotoplamy	1	0	0
bilbil arabski	1	0	0
bilbil czerwonooki	1	0	0
bilbil białooki	1	0	0
bilbil ogrodowy	1	0	0
bilbil okpocony	1	0	0
bilbil brązowy	1	0	0
bilbil niebieskooki	1	0	0
bilbil żółtooki	1	0	0
wąsal pazurzasty	1	0	0
bilbil złotobrewy	1	0	0
bilbil złotolicy	1	0	0
bilbil żółtogardły	1	0	0
bilbil żółtouchy	1	0	0
bilbil żółtawy	1	0	0
bilbil białobrewy	1	0	0
bilbil oliwkowy	1	0	0
bilbil kreskouchy	1	0	0
bilbil jednobarwny	1	0	0
bilbil łysy	1	0	0
gacek alpejski	1	0	0
gacek sardyński	1	0	0
gacek kanaryjski	1	0	0
gacek bałkański	1	0	0
nadobniczka drzewna	1	0	0
jaskółka skalna	1	0	0
tulipan dostojny	1	0	0
okonówka zwyczajna	1	0	0
trwożnica Waglera	1	0	0
okonówka azjatycka	1	0	0
jaskółka abisyńska	1	0	0
grzechotnik Waglera	1	0	0
jaskółka rudawa	1	0	0
grzechotnik bananowy	1	0	0
jaskółka rdzawoszyja	1	0	0
wiewiórolotka srebrzysta	1	0	0
wiewiórolotka Derby'ego	1	0	0
szybowniczka malutka	1	0	0
wiewiórlolotka bezlotna	1	0	0
hutia kubańska	1	0	0
orzesznik gładki	1	0	0
wodnogama indochińska	1	0	0
zmiennogama niebieskogłowa	1	0	0
aralia chińska	1	0	0
aralia sercowata	1	0	0
eleuterokok kolczasty	1	0	0
bluszcz pospolity	1	0	0
bluszcz kanaryjski	1	0	0
bluszcz kolchidzki	1	0	0
bluszcz himalajski	1	0	0
agama czerwonogłowa	1	0	0
kolcosił straszliwy	1	0	0
agama brodata	1	0	0
brodatogama brodata	1	0	0
szeflera parasolowata	1	0	0
szeflera promieniolistna	1	0	0
szeflera drzewkowata	1	0	0
szeflera najwytworniejsza	1	0	0
dizygoteka najwytworniejsza	1	0	0
skąpoogonek napalski	1	0	0
wierzbownik jasnogardły	1	0	0
wierzbówka jasnogardła	1	0	0
jarzmianka większa	1	0	0
świerszczak jedwabisty	1	0	0
mikołajek nadmorski	1	0	0
wierzbówka zwyczajna	1	0	0
mikołajek polny	1	0	0
mikołajek płaskolistny	1	0	0
mikołajek alpejski	1	0	0
żankiel zwyczajny	1	0	0
świerszczak zwyczajny	1	0	0
świerszczak tajwański	1	0	0
świerszczak ochocki	1	0	0
świerszczak melodyjny	1	0	0
blekot pospolity	1	0	0
beninkaza szorstka	1	0	0
beninkaza woskodajna	1	0	0
raniuszek zwyczajny	1	0	0
raniuszek amerykański	1	0	0
woszcza szorstka	1	0	0
świstunka iberyjska	1	0	0
świstunka górska	1	0	0
świstunka leśna	1	0	0
świstunka brunatna	1	0	0
świstunka grubodzioba	1	0	0
świstunka złotawa	1	0	0
świstunka żółtawa	1	0	0
świstunka ałtajska	1	0	0
świstunka północna	1	0	0
świstunka zielonogrzbieta	1	0	0
świstunka hainańska	1	0	0
chaszczak madagaskarski	1	0	0
ponikło słodkie	1	0	0
ponikło bulwiaste	1	0	0
chaszczak piaskowy	1	0	0
chaszczak długosterny	1	0	0
chaszczak brązowy	1	0	0
chaszczak oliwkowy	1	0	0
koń trojański	2	0	0
chaszczak aldabrański	1	0	0
zaganiacz zwyczajny	1	0	0
seler błotny	1	0	0
zaganiacz szczebiotliwy	1	0	0
zaganiacz wielomówny	1	0	0
zaganiacz oliwny	1	0	0
pęczyna błotna	1	0	0
zaganiacz mały	1	0	0
zaganiacz blady	1	0	0
seler węzłobaldachowy	1	0	0
trzciniak perski	1	0	0
trzciniak wyspowy	1	0	0
trzciniak papirusowy	1	0	0
trzciniak madagaskarski	1	0	0
seler węzłokwiatowy	1	0	0
trzciniak maskareński	1	0	0
pęczyna węzłobaldachowa	1	0	0
trzciniak zwyczajny	1	0	0
trzciniak drozdówka	1	0	0
trzciniak samotny	1	0	0
trzciniak atolowy	1	0	0
trzciniak popielaty	1	0	0
trzciniak żółtawy	1	0	0
seler wodny	1	0	0
trzciniak koralowy	1	0	0
trzciniak oliwkowy	1	0	0
trzciniak plamisty	1	0	0
trzciniak blady	1	0	0
pęczyna wodna	1	0	0
trzcinniczek szerokobrewy	1	0	0
olingo puszystoogonowy	1	0	0
seler zwyczajny	1	0	0
norka kalifornijska	1	0	0
ostronos rudy	1	0	0
ostronos białonosy	1	0	0
ostronos meksykański	1	0	0
szop rakojad	1	0	0
łasice właściwe	1	0	0
potocznik wąskolistny	1	0	0
wydra europejska	1	0	0
wydra plamoszyjna	1	0	0
wydra wielka	1	0	0
wydra olbrzymia	1	0	0
wydrzyca afrykańska	1	0	0
wydra karłowata	1	0	0
wyderka orientalna	1	0	0
wydra kanadyjska	1	0	0
trzcinniczek krótkoskrzydły	1	0	0
trzcinniczek kaspijski	1	0	0
przewiercień długolistny	1	0	0
przewiercień okrągłolistny	1	0	0
